1 0.0972014 0.1374229 0.3301067 0.608279
2 0.1651161 0.2487868 0.3888561 1.1795912
3 0.1769347 0.2830693 0.6214602 3.2880759 
4 0.2332067 0.3455044 0.8685904 3.8243135
5 0.2880786 0.5292212 1.2917118 4.7002741
