1 0.1530705 0.0012565 0.0010866 0.0048254 0.0087931
2 0.244595 0.0307282 0.0331244 0.0493422 0.0333653
3 0.3382517 0.032796 0.0244384 0.0534518 0.0731032
4 0.3804264 0.0330191 0.0352566 0.0646799 0.0835829
5 0.6571533 0.1086621 0.1725811 0.1577497 0.2333321
